  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  czech_poetree            kn          sent L=full  AUC 0.940  Cllr   14.362  sqrt 0.572  hapax 1.070  (1482s)
  czech_poetree            kn          sent L=1200  AUC 0.869  Cllr   23.736  sqrt 0.897  hapax 1.802  (423s)
  czech_poetree            kn          sent L= 600  AUC 0.808  Cllr   15.293  sqrt 0.919  hapax 1.725  (238s)
  czech_poetree            kn          sent L= 300  AUC 0.707  Cllr   12.161  sqrt 1.076  hapax 1.964  (143s)
  czech_poetree            kn          sent L= 150  AUC 0.639  Cllr    8.093  sqrt 1.106  hapax 1.806  (100s)
  hungarian_dracor         kn          sent L=full  AUC 0.927  Cllr   27.880  sqrt 0.891  hapax 1.751  (493s)
  hungarian_dracor         kn          sent L=1200  AUC 0.842  Cllr   48.940  sqrt 1.542  hapax 3.135  (133s)
  hungarian_dracor         kn          sent L= 600  AUC 0.792  Cllr   29.202  sqrt 1.406  hapax 2.603  (76s)
  hungarian_dracor         kn          sent L= 300  AUC 0.730  Cllr   16.319  sqrt 1.251  hapax 2.123  (51s)
  hungarian_dracor         kn          sent L= 150  AUC 0.669  Cllr   10.021  sqrt 1.194  hapax 1.928  (38s)
  hungarian_novels         kn          sent L=full  AUC 0.981  Cllr    4.673  sqrt 0.257  hapax 0.371  (1298s)
  hungarian_novels         kn          sent L=1200  AUC 0.878  Cllr   22.527  sqrt 0.860  hapax 1.694  (373s)
  hungarian_novels         kn          sent L= 600  AUC 0.745  Cllr   24.670  sqrt 1.270  hapax 2.542  (210s)
  hungarian_novels         kn          sent L= 300  AUC 0.642  Cllr   19.960  sqrt 1.450  hapax 2.831  (146s)
  hungarian_novels         kn          sent L= 150  AUC 0.591  Cllr   12.430  sqrt 1.383  hapax 2.386  (104s)
  hungarian_poetree        kn          sent L=full  AUC 0.929  Cllr   16.487  sqrt 0.640  hapax 1.010  (1373s)
  hungarian_poetree        kn          sent L=1200  AUC 0.823  Cllr   29.581  sqrt 1.096  hapax 1.932  (387s)
  hungarian_poetree        kn          sent L= 600  AUC 0.756  Cllr   21.891  sqrt 1.177  hapax 1.995  (224s)
  hungarian_poetree        kn          sent L= 300  AUC 0.675  Cllr   14.625  sqrt 1.211  hapax 1.856  (143s)
  hungarian_poetree        kn          sent L= 150  AUC 0.606  Cllr    9.691  sqrt 1.229  hapax 1.726  (102s)
  hungarian_poetree        kn          sent L=full  AUC 0.929  Cllr   16.487  sqrt 0.640  hapax 1.010  (1373s)
  hungarian_poetree        kn          sent L=1200  AUC 0.823  Cllr   29.581  sqrt 1.096  hapax 1.932  (387s)
  hungarian_poetree        kn          sent L= 600  AUC 0.756  Cllr   21.891  sqrt 1.177  hapax 1.995  (224s)
  hungarian_poetree        kn          sent L= 300  AUC 0.675  Cllr   14.625  sqrt 1.211  hapax 1.856  (143s)
  hungarian_poetree        kn          sent L= 150  AUC 0.606  Cllr    9.691  sqrt 1.229  hapax 1.726  (102s)
  hungarian_poetree        kn          sent L=full  AUC 0.929  Cllr   16.487  sqrt 0.640  hapax 1.010  (1373s)
  hungarian_poetree        kn          sent L=1200  AUC 0.823  Cllr   29.581  sqrt 1.096  hapax 1.932  (387s)
  hungarian_poetree        kn          sent L= 600  AUC 0.756  Cllr   21.891  sqrt 1.177  hapax 1.995  (224s)
  hungarian_poetree        kn          sent L= 300  AUC 0.675  Cllr   14.625  sqrt 1.211  hapax 1.856  (143s)
  hungarian_poetree        kn          sent L= 150  AUC 0.606  Cllr    9.691  sqrt 1.229  hapax 1.726  (102s)
  hungarian_poetree        kn          sent L=full  AUC 0.929  Cllr   16.487  sqrt 0.640  hapax 1.010  (1373s)
  hungarian_poetree        kn          sent L=1200  AUC 0.823  Cllr   29.581  sqrt 1.096  hapax 1.932  (387s)
